idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,manufacturer,model,status
0,station_name,0,camera_name,camera_ipaddr,nvr_rtsp_url,manufacturer,model,status
1,차량기지,100,변전실-1,7.254.103.231,rtsp://7.254.3.24:4515/71726dd6-16fe-45b0-b252-5978f35b4242/1/media.smp,HANWHA,,정상
3,차량기지,100,변전실-2,7.254.103.232,rtsp://7.254.3.24:4515/2c9bccf4-e91c-4d5f-adb2-7da3f77e8d58/1/media.smp,HANWHA,,정상
5,차량기지,100,변전실-3,7.254.103.233,rtsp://7.254.3.24:4515/4aa9be7e-3611-4989-9ee0-1687509e5d7e/1/media.smp,HANWHA,,정상
7,차량기지,100,공동구-1,7.254.103.120,rtsp://7.254.3.24:4515/f3cd3f54-ad5a-4657-9a31-7c38af888b3c/1/media.smp,HANWHA,,정상
9,차량기지,100,공동구-2,7.254.103.121,rtsp://7.254.3.24:4515/14beca5d-2f52-4a85-9763-70912a9bcc09/1/media.smp,HANWHA,,정상
11,차량기지,100,주출입구-1,7.254.103.131,rtsp://7.254.3.24:4515/4ebb2bbc-f244-4986-a671-dfc25476a8c8/1/media.smp,HANWHA,,정상
13,차량기지,100,부출입구-1,7.254.103.132,rtsp://7.254.3.24:4515/560d581f-6e96-4ba7-899a-643fedae684a/1/media.smp,HANWHA,,정상
15,차량기지,100,부출입구-2,7.254.103.133,rtsp://7.254.3.24:4515/cbc788a2-4a02-4939-b10d-e6634f4e1916/1/media.smp,HANWHA,,정상
17,차량기지,100,부출입구-3,7.254.103.134,rtsp://7.254.3.24:4515/1fbe4ab0-3b97-4f23-ad5d-8dfa947f93b9/1/media.smp,HANWHA,,정상
19,차량기지,100,E/L-2·3호기-1층,7.254.103.201,rtsp://7.254.3.24:4515/8964f768-1af0-457b-94bc-764be6963b74/1/media.smp,HANWHA,,정상
21,차량기지,100,E/L-2·3호기-5층,7.254.103.202,rtsp://7.254.3.24:4515/41a297f6-80d7-46f3-ace0-269b734da214/1/media.smp,HANWHA,,정상
23,차량기지,100,관제출구,7.254.103.140,rtsp://7.254.3.24:4515/fdbce591-1c76-4ce5-b724-8051dd1d29ff/1/media.smp,HANWHA,,정상
25,차량기지,100,지붕-1,7.254.103.141,rtsp://7.254.3.24:4515/4b781630-2b37-4b4b-a566-cfced065ebc8/1/media.smp,HANWHA,,정상
27,차량기지,100,지붕-2,7.254.103.142,rtsp://7.254.3.24:4515/36e361b6-7b93-4681-a267-e8398041e2be/1/media.smp,HANWHA,,정상
29,차량기지,100,본선 비상안내-11,7.254.103.81,rtsp://7.254.3.24:4515/53397426-e662-4892-bff5-e2a25a6eca3b/1/media.smp,HANWHA,,정상
31,차량기지,100,선로전환기-13,7.254.103.71,rtsp://7.254.3.24:4515/1ea240ec-318b-4d74-81b3-ae746c4ad081/1/media.smp,HANWHA,,정상
33,차량기지,100,선로전환기-14,7.254.103.72,rtsp://7.254.3.24:4515/e87ada78-1d67-46f2-a5fb-9ec70a11e6e5/1/media.smp,HANWHA,,정상
35,차량기지,100,선로전환기-15,7.254.103.73,rtsp://7.254.3.24:4515/000303d6-66ff-4083-9caa-f2e59179d876/1/media.smp,HANWHA,,정상
37,차량기지,100,집수정-3,7.254.103.83,rtsp://7.254.3.24:4515/f80a58d7-c14b-400b-bd92-d5783f66bdf4/1/media.smp,HANWHA,,정상
39,차량기지,100,4층 전기기계 배터리실,7.254.103.236,rtsp://7.254.3.24:4515/2b7de925-e95e-4524-add7-1b70971fe48b/1/media.smp,HANWHA,,정상
41,차량기지,100,4층 통신기계 배터리실,7.254.103.238,rtsp://7.254.3.24:4515/0b3f25b9-e6ce-46e3-8516-592eaf6d1826/1/media.smp,HANWHA,,정상
43,차량기지,100,E/L 2호기-내부,7.254.103.208,rtsp://7.254.3.24:4515/1fa51165-beda-44a6-96b0-dd4e0cd96d7d/1/media.smp,HANWHA,,정상
45,차량기지,100,E/L 3호기-내부,7.254.103.209,rtsp://7.254.3.24:4515/a3fd6c29-d12c-4379-9da8-de71a7d62047/1/media.smp,HANWHA,,정상
47,차량기지,100,출도착-CA.1,7.254.103.150,rtsp://7.254.103.24:4515//1/media.smp,HANWHA,,정상
49,차량기지,100,모터카고-CA.1,7.254.103.154,rtsp://7.254.103.24:4515//1/media.smp,HANWHA,,정상
51,차량기지,100,유치선-CA.1,7.254.103.151,rtsp://7.254.103.24:4515//1/media.smp,HANWHA,,정상
53,차량기지,100,유치선-CA.2,7.254.103.152,rtsp://7.254.103.24:4515//1/media.smp,HANWHA,,정상
55,차량기지,100,유치선-CA.3,7.254.103.153,rtsp://7.254.103.24:4515//1/media.smp,HANWHA,,정상
57,차량기지,100,세척기-CA.1,7.254.103.155,rtsp://7.254.103.24:4515//1/media.smp,HANWHA,,아주높음
59,차량기지,100,출입구 감시,7.254.103.41,rtsp://7.254.103.24:4515/70578e54-b08b-41ad-8162-9742c2f06bf8/1/media.smp,HANWHA,,정상
61,차량기지,100,외곽-1,7.254.103.42,rtsp://7.254.103.24:4515/ca289ec5-c86c-42f8-bc3d-20898a947d82/1/media.smp,HANWHA,,정상
63,차량기지,100,외곽-2,7.254.103.43,rtsp://7.254.103.24:4515/02046418-8266-4b59-b31b-9a04da94e99a/1/media.smp,HANWHA,,정상
65,차량기지,100,외곽-3,7.254.103.44,rtsp://7.254.103.24:4515/dd35220d-c6cb-4b0f-aa19-11d963b59d3e/1/media.smp,HANWHA,,정상
